2020-01-07 00:09:06.805318:   [INFO  ]   -----------------------------------------------------------------------------
2020-01-07 00:09:06.805567:   [INFO  ]   Hello world!
2020-01-07 00:09:06.805691:   [INFO  ]   Start main processing!
2020-01-07 00:09:06.805773:   [START ]   Start Prepare Traning data
2020-01-07 00:09:06.805851:   [START ]   Initialize parameters Start
2020-01-07 00:09:06.805928:   [DONE  ]   Initialize parameters Done
2020-01-07 00:09:06.806017:   [START ]   Start setup FOLD
2020-01-07 00:09:06.806201:   [START ]   Setup FOLD Done
2020-01-07 00:09:06.806337:   [START ]   Start Reading KET
2020-01-07 00:09:08.460144:   [DONE  ]   Preprocess ./dataset/cambridge/KET/1.txt Done
2020-01-07 00:09:08.481155:   [DONE  ]   Preprocess ./dataset/cambridge/KET/2.txt Done
2020-01-07 00:09:08.497053:   [DONE  ]   Preprocess ./dataset/cambridge/KET/3.txt Done
2020-01-07 00:09:08.520703:   [DONE  ]   Preprocess ./dataset/cambridge/KET/4.txt Done
2020-01-07 00:09:08.541535:   [DONE  ]   Preprocess ./dataset/cambridge/KET/5.txt Done
2020-01-07 00:09:08.559474:   [DONE  ]   Preprocess ./dataset/cambridge/KET/6.txt Done
2020-01-07 00:09:08.594201:   [DONE  ]   Preprocess ./dataset/cambridge/KET/7.txt Done
2020-01-07 00:09:08.617778:   [DONE  ]   Preprocess ./dataset/cambridge/KET/8.txt Done
2020-01-07 00:09:08.647805:   [DONE  ]   Preprocess ./dataset/cambridge/KET/9.txt Done
2020-01-07 00:09:08.681020:   [DONE  ]   Preprocess ./dataset/cambridge/KET/10.txt Done
2020-01-07 00:09:08.698002:   [DONE  ]   Preprocess ./dataset/cambridge/KET/11.txt Done
2020-01-07 00:09:08.718216:   [DONE  ]   Preprocess ./dataset/cambridge/KET/12.txt Done
2020-01-07 00:09:08.739328:   [DONE  ]   Preprocess ./dataset/cambridge/KET/13.txt Done
2020-01-07 00:09:08.770230:   [DONE  ]   Preprocess ./dataset/cambridge/KET/14.txt Done
2020-01-07 00:09:08.786873:   [DONE  ]   Preprocess ./dataset/cambridge/KET/15.txt Done
2020-01-07 00:09:08.826370:   [DONE  ]   Preprocess ./dataset/cambridge/KET/16.txt Done
2020-01-07 00:09:08.874057:   [DONE  ]   Preprocess ./dataset/cambridge/KET/17.txt Done
2020-01-07 00:09:08.898209:   [DONE  ]   Preprocess ./dataset/cambridge/KET/18.txt Done
2020-01-07 00:09:08.914674:   [DONE  ]   Preprocess ./dataset/cambridge/KET/19.txt Done
2020-01-07 00:09:08.953576:   [DONE  ]   Preprocess ./dataset/cambridge/KET/20.txt Done
2020-01-07 00:09:08.987444:   [DONE  ]   Preprocess ./dataset/cambridge/KET/21.txt Done
2020-01-07 00:09:09.005408:   [DONE  ]   Preprocess ./dataset/cambridge/KET/22.txt Done
2020-01-07 00:09:09.016218:   [DONE  ]   Preprocess ./dataset/cambridge/KET/23.txt Done
2020-01-07 00:09:09.040956:   [DONE  ]   Preprocess ./dataset/cambridge/KET/24.txt Done
2020-01-07 00:09:09.067729:   [DONE  ]   Preprocess ./dataset/cambridge/KET/25.txt Done
2020-01-07 00:09:09.089643:   [DONE  ]   Preprocess ./dataset/cambridge/KET/26.txt Done
2020-01-07 00:09:09.121161:   [DONE  ]   Preprocess ./dataset/cambridge/KET/27.txt Done
2020-01-07 00:09:09.152903:   [DONE  ]   Preprocess ./dataset/cambridge/KET/28.txt Done
2020-01-07 00:09:09.167486:   [DONE  ]   Preprocess ./dataset/cambridge/KET/29.txt Done
2020-01-07 00:09:09.204623:   [DONE  ]   Preprocess ./dataset/cambridge/KET/30.txt Done
2020-01-07 00:09:09.218225:   [DONE  ]   Preprocess ./dataset/cambridge/KET/31.txt Done
2020-01-07 00:09:09.251234:   [DONE  ]   Preprocess ./dataset/cambridge/KET/32.txt Done
2020-01-07 00:09:09.271582:   [DONE  ]   Preprocess ./dataset/cambridge/KET/33.txt Done
2020-01-07 00:09:09.307765:   [DONE  ]   Preprocess ./dataset/cambridge/KET/34.txt Done
2020-01-07 00:09:09.331799:   [DONE  ]   Preprocess ./dataset/cambridge/KET/35.txt Done
2020-01-07 00:09:09.357612:   [DONE  ]   Preprocess ./dataset/cambridge/KET/36.txt Done
2020-01-07 00:09:09.381818:   [DONE  ]   Preprocess ./dataset/cambridge/KET/37.txt Done
2020-01-07 00:09:09.399757:   [DONE  ]   Preprocess ./dataset/cambridge/KET/38.txt Done
2020-01-07 00:09:09.429368:   [DONE  ]   Preprocess ./dataset/cambridge/KET/39.txt Done
2020-01-07 00:09:09.454058:   [DONE  ]   Preprocess ./dataset/cambridge/KET/40.txt Done
2020-01-07 00:09:09.468722:   [DONE  ]   Preprocess ./dataset/cambridge/KET/41.txt Done
2020-01-07 00:09:09.486955:   [DONE  ]   Preprocess ./dataset/cambridge/KET/42.txt Done
2020-01-07 00:09:09.518013:   [DONE  ]   Preprocess ./dataset/cambridge/KET/43.txt Done
2020-01-07 00:09:09.534888:   [DONE  ]   Preprocess ./dataset/cambridge/KET/44.txt Done
2020-01-07 00:09:09.569365:   [DONE  ]   Preprocess ./dataset/cambridge/KET/45.txt Done
2020-01-07 00:09:09.596984:   [DONE  ]   Preprocess ./dataset/cambridge/KET/46.txt Done
2020-01-07 00:09:09.611924:   [DONE  ]   Preprocess ./dataset/cambridge/KET/47.txt Done
2020-01-07 00:09:09.628625:   [DONE  ]   Preprocess ./dataset/cambridge/KET/48.txt Done
2020-01-07 00:09:09.664235:   [DONE  ]   Preprocess ./dataset/cambridge/KET/49.txt Done
2020-01-07 00:09:09.693825:   [DONE  ]   Preprocess ./dataset/cambridge/KET/50.txt Done
2020-01-07 00:09:09.693965:   [DONE  ]   Read KET Done
2020-01-07 00:09:09.694133:   [START ]   Start Reading PET
2020-01-07 00:09:09.743408:   [DONE  ]   Preprocess ./dataset/cambridge/PET/1.txt Done
2020-01-07 00:09:09.790467:   [DONE  ]   Preprocess ./dataset/cambridge/PET/2.txt Done
2020-01-07 00:09:09.815682:   [DONE  ]   Preprocess ./dataset/cambridge/PET/3.txt Done
2020-01-07 00:09:09.861995:   [DONE  ]   Preprocess ./dataset/cambridge/PET/4.txt Done
2020-01-07 00:09:09.898396:   [DONE  ]   Preprocess ./dataset/cambridge/PET/5.txt Done
2020-01-07 00:09:09.919000:   [DONE  ]   Preprocess ./dataset/cambridge/PET/6.txt Done
2020-01-07 00:09:09.991341:   [DONE  ]   Preprocess ./dataset/cambridge/PET/7.txt Done
2020-01-07 00:09:10.029063:   [DONE  ]   Preprocess ./dataset/cambridge/PET/8.txt Done
2020-01-07 00:09:10.093971:   [DONE  ]   Preprocess ./dataset/cambridge/PET/9.txt Done
2020-01-07 00:09:10.148227:   [DONE  ]   Preprocess ./dataset/cambridge/PET/10.txt Done
2020-01-07 00:09:10.170945:   [DONE  ]   Preprocess ./dataset/cambridge/PET/11.txt Done
2020-01-07 00:09:10.213893:   [DONE  ]   Preprocess ./dataset/cambridge/PET/12.txt Done
2020-01-07 00:09:10.243015:   [DONE  ]   Preprocess ./dataset/cambridge/PET/13.txt Done
2020-01-07 00:09:10.303834:   [DONE  ]   Preprocess ./dataset/cambridge/PET/14.txt Done
