2019-12-04 14:04:45.983907:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-04 14:04:45.984063:   [INFO  ]   Hello world!
2019-12-04 14:04:45.984266:   [INFO  ]   Start main processing!
2019-12-04 14:04:45.984434:   [START ]   Start Prepare Traning data
2019-12-04 14:04:45.984515:   [START ]   Initialize parameters Start
2019-12-04 14:04:45.984592:   [DONE  ]   Initialize parameters Done
2019-12-04 14:04:45.984716:   [START ]   Start setup FOLD
2019-12-04 14:04:45.984884:   [START ]   Setup FOLD Done
2019-12-04 14:04:45.984971:   [START ]   Start Reading KET
2019-12-04 14:04:47.474713:   [DONE  ]   Preprocess ./dataset/cambridge/KET/1.txt Done
2019-12-04 14:04:47.496100:   [DONE  ]   Preprocess ./dataset/cambridge/KET/2.txt Done
2019-12-04 14:04:47.511234:   [DONE  ]   Preprocess ./dataset/cambridge/KET/3.txt Done
2019-12-04 14:04:47.536333:   [DONE  ]   Preprocess ./dataset/cambridge/KET/4.txt Done
2019-12-04 14:04:47.553186:   [DONE  ]   Preprocess ./dataset/cambridge/KET/5.txt Done
2019-12-04 14:04:47.569399:   [DONE  ]   Preprocess ./dataset/cambridge/KET/6.txt Done
2019-12-04 14:04:47.594935:   [DONE  ]   Preprocess ./dataset/cambridge/KET/7.txt Done
2019-12-04 14:04:47.614819:   [DONE  ]   Preprocess ./dataset/cambridge/KET/8.txt Done
2019-12-04 14:04:47.632527:   [DONE  ]   Preprocess ./dataset/cambridge/KET/9.txt Done
2019-12-04 14:04:47.659088:   [DONE  ]   Preprocess ./dataset/cambridge/KET/10.txt Done
2019-12-04 14:04:47.674951:   [DONE  ]   Preprocess ./dataset/cambridge/KET/11.txt Done
2019-12-04 14:04:47.691393:   [DONE  ]   Preprocess ./dataset/cambridge/KET/12.txt Done
2019-12-04 14:04:47.716880:   [DONE  ]   Preprocess ./dataset/cambridge/KET/13.txt Done
2019-12-04 14:04:47.732236:   [DONE  ]   Preprocess ./dataset/cambridge/KET/14.txt Done
2019-12-04 14:04:47.744880:   [DONE  ]   Preprocess ./dataset/cambridge/KET/15.txt Done
2019-12-04 14:04:47.771171:   [DONE  ]   Preprocess ./dataset/cambridge/KET/16.txt Done
2019-12-04 14:04:47.790200:   [DONE  ]   Preprocess ./dataset/cambridge/KET/17.txt Done
2019-12-04 14:04:47.802395:   [DONE  ]   Preprocess ./dataset/cambridge/KET/18.txt Done
2019-12-04 14:04:47.828073:   [DONE  ]   Preprocess ./dataset/cambridge/KET/19.txt Done
2019-12-04 14:04:47.842398:   [DONE  ]   Preprocess ./dataset/cambridge/KET/20.txt Done
2019-12-04 14:04:47.855055:   [DONE  ]   Preprocess ./dataset/cambridge/KET/21.txt Done
2019-12-04 14:04:47.883153:   [DONE  ]   Preprocess ./dataset/cambridge/KET/22.txt Done
2019-12-04 14:04:47.899629:   [DONE  ]   Preprocess ./dataset/cambridge/KET/23.txt Done
2019-12-04 14:04:47.909631:   [DONE  ]   Preprocess ./dataset/cambridge/KET/24.txt Done
2019-12-04 14:04:47.936404:   [DONE  ]   Preprocess ./dataset/cambridge/KET/25.txt Done
2019-12-04 14:04:47.952720:   [DONE  ]   Preprocess ./dataset/cambridge/KET/26.txt Done
2019-12-04 14:04:47.964826:   [DONE  ]   Preprocess ./dataset/cambridge/KET/27.txt Done
2019-12-04 14:04:47.994216:   [DONE  ]   Preprocess ./dataset/cambridge/KET/28.txt Done
2019-12-04 14:04:48.014388:   [DONE  ]   Preprocess ./dataset/cambridge/KET/29.txt Done
2019-12-04 14:04:48.029073:   [DONE  ]   Preprocess ./dataset/cambridge/KET/30.txt Done
2019-12-04 14:04:48.054966:   [DONE  ]   Preprocess ./dataset/cambridge/KET/31.txt Done
2019-12-04 14:04:48.073401:   [DONE  ]   Preprocess ./dataset/cambridge/KET/32.txt Done
2019-12-04 14:04:48.089249:   [DONE  ]   Preprocess ./dataset/cambridge/KET/33.txt Done
2019-12-04 14:04:48.113238:   [DONE  ]   Preprocess ./dataset/cambridge/KET/34.txt Done
2019-12-04 14:04:48.127921:   [DONE  ]   Preprocess ./dataset/cambridge/KET/35.txt Done
2019-12-04 14:04:48.139864:   [DONE  ]   Preprocess ./dataset/cambridge/KET/36.txt Done
2019-12-04 14:04:48.165671:   [DONE  ]   Preprocess ./dataset/cambridge/KET/37.txt Done
2019-12-04 14:04:48.181095:   [DONE  ]   Preprocess ./dataset/cambridge/KET/38.txt Done
2019-12-04 14:04:48.194168:   [DONE  ]   Preprocess ./dataset/cambridge/KET/39.txt Done
2019-12-04 14:04:48.217843:   [DONE  ]   Preprocess ./dataset/cambridge/KET/40.txt Done
2019-12-04 14:04:48.234269:   [DONE  ]   Preprocess ./dataset/cambridge/KET/41.txt Done
