2019-12-07 01:20:09.007846:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-07 01:20:09.008000:   [INFO  ]   Hello world!
2019-12-07 01:20:09.008130:   [INFO  ]   Start main processing!
2019-12-07 01:20:09.008218:   [START ]   Start Prepare Traning data
2019-12-07 01:20:09.008309:   [START ]   Initialize parameters Start
2019-12-07 01:20:09.008387:   [DONE  ]   Initialize parameters Done
2019-12-07 01:20:09.008463:   [START ]   Start setup FOLD
2019-12-07 01:20:09.008623:   [START ]   Setup FOLD Done
2019-12-07 01:20:09.008700:   [START ]   Start setup Coefficient
2019-12-07 01:20:38.653572:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-07 01:20:38.653721:   [INFO  ]   Hello world!
2019-12-07 01:20:38.654517:   [INFO  ]   Start main processing!
2019-12-07 01:20:38.654690:   [START ]   Start Prepare Traning data
2019-12-07 01:20:38.654843:   [START ]   Initialize parameters Start
2019-12-07 01:20:38.654970:   [DONE  ]   Initialize parameters Done
2019-12-07 01:20:38.655080:   [START ]   Start setup FOLD
2019-12-07 01:20:38.655330:   [START ]   Setup FOLD Done
2019-12-07 01:20:38.655424:   [START ]   Start setup Coefficient
2019-12-07 01:21:47.190599:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-07 01:21:47.190744:   [INFO  ]   Hello world!
2019-12-07 01:21:47.191456:   [INFO  ]   Start main processing!
2019-12-07 01:21:47.191674:   [START ]   Start Prepare Traning data
2019-12-07 01:21:47.191810:   [START ]   Initialize parameters Start
2019-12-07 01:21:47.191930:   [DONE  ]   Initialize parameters Done
2019-12-07 01:21:47.192056:   [START ]   Start setup FOLD
2019-12-07 01:21:47.192254:   [START ]   Setup FOLD Done
2019-12-07 01:21:47.192343:   [START ]   Start setup Coefficient
2019-12-07 01:22:23.157161:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-07 01:22:23.157309:   [INFO  ]   Hello world!
2019-12-07 01:22:23.157963:   [INFO  ]   Start main processing!
2019-12-07 01:22:23.158188:   [START ]   Start Prepare Traning data
2019-12-07 01:22:23.158334:   [START ]   Initialize parameters Start
2019-12-07 01:22:23.158474:   [DONE  ]   Initialize parameters Done
2019-12-07 01:22:23.158589:   [START ]   Start setup FOLD
2019-12-07 01:22:23.158876:   [START ]   Setup FOLD Done
2019-12-07 01:22:23.158988:   [START ]   Start setup Coefficient
2019-12-07 01:22:50.139401:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-07 01:22:50.140200:   [INFO  ]   Hello world!
2019-12-07 01:22:50.140455:   [INFO  ]   Start main processing!
2019-12-07 01:22:50.140588:   [START ]   Start Prepare Traning data
2019-12-07 01:22:50.140708:   [START ]   Initialize parameters Start
2019-12-07 01:22:50.140832:   [DONE  ]   Initialize parameters Done
2019-12-07 01:22:50.140952:   [START ]   Start setup FOLD
2019-12-07 01:22:50.141136:   [START ]   Setup FOLD Done
2019-12-07 01:22:50.141219:   [START ]   Start Reading Ele
2019-12-07 01:22:51.607643:   [DONE  ]   Preprocess ./dataset/corpus/Ele/1.txt Done
2019-12-07 01:22:51.691074:   [DONE  ]   Preprocess ./dataset/corpus/Ele/2.txt Done
2019-12-07 01:22:51.744368:   [DONE  ]   Preprocess ./dataset/corpus/Ele/3.txt Done
2019-12-07 01:22:51.829878:   [DONE  ]   Preprocess ./dataset/corpus/Ele/4.txt Done
2019-12-07 01:22:51.890595:   [DONE  ]   Preprocess ./dataset/corpus/Ele/5.txt Done
2019-12-07 01:22:51.971825:   [DONE  ]   Preprocess ./dataset/corpus/Ele/6.txt Done
2019-12-07 01:22:52.033836:   [DONE  ]   Preprocess ./dataset/corpus/Ele/7.txt Done
2019-12-07 01:22:52.109072:   [DONE  ]   Preprocess ./dataset/corpus/Ele/8.txt Done
2019-12-07 01:22:52.183545:   [DONE  ]   Preprocess ./dataset/corpus/Ele/9.txt Done
2019-12-07 01:22:52.252683:   [DONE  ]   Preprocess ./dataset/corpus/Ele/10.txt Done
2019-12-07 01:22:52.333514:   [DONE  ]   Preprocess ./dataset/corpus/Ele/11.txt Done
2019-12-07 01:22:52.383702:   [DONE  ]   Preprocess ./dataset/corpus/Ele/12.txt Done
2019-12-07 01:22:52.454758:   [DONE  ]   Preprocess ./dataset/corpus/Ele/13.txt Done
2019-12-07 01:22:52.523851:   [DONE  ]   Preprocess ./dataset/corpus/Ele/14.txt Done
2019-12-07 01:22:52.586897:   [DONE  ]   Preprocess ./dataset/corpus/Ele/15.txt Done
2019-12-07 01:22:52.640565:   [DONE  ]   Preprocess ./dataset/corpus/Ele/16.txt Done
2019-12-07 01:22:52.725830:   [DONE  ]   Preprocess ./dataset/corpus/Ele/17.txt Done
2019-12-07 01:22:52.804838:   [DONE  ]   Preprocess ./dataset/corpus/Ele/18.txt Done
2019-12-07 01:22:52.872291:   [DONE  ]   Preprocess ./dataset/corpus/Ele/19.txt Done
2019-12-07 01:22:52.951044:   [DONE  ]   Preprocess ./dataset/corpus/Ele/20.txt Done
2019-12-07 01:22:53.027929:   [DONE  ]   Preprocess ./dataset/corpus/Ele/21.txt Done
2019-12-07 01:22:53.099951:   [DONE  ]   Preprocess ./dataset/corpus/Ele/22.txt Done
2019-12-07 01:22:53.171730:   [DONE  ]   Preprocess ./dataset/corpus/Ele/23.txt Done
2019-12-07 01:22:53.237680:   [DONE  ]   Preprocess ./dataset/corpus/Ele/24.txt Done
2019-12-07 01:22:53.313581:   [DONE  ]   Preprocess ./dataset/corpus/Ele/25.txt Done
2019-12-07 01:22:53.399519:   [DONE  ]   Preprocess ./dataset/corpus/Ele/26.txt Done
2019-12-07 01:22:53.460077:   [DONE  ]   Preprocess ./dataset/corpus/Ele/27.txt Done
2019-12-07 01:22:53.518373:   [DONE  ]   Preprocess ./dataset/corpus/Ele/28.txt Done
2019-12-07 01:22:53.596249:   [DONE  ]   Preprocess ./dataset/corpus/Ele/29.txt Done
2019-12-07 01:22:53.672270:   [DONE  ]   Preprocess ./dataset/corpus/Ele/30.txt Done
2019-12-07 01:22:53.728890:   [DONE  ]   Preprocess ./dataset/corpus/Ele/31.txt Done
2019-12-07 01:22:53.784135:   [DONE  ]   Preprocess ./dataset/corpus/Ele/32.txt Done
2019-12-07 01:22:53.856466:   [DONE  ]   Preprocess ./dataset/corpus/Ele/33.txt Done
2019-12-07 01:22:53.932508:   [DONE  ]   Preprocess ./dataset/corpus/Ele/34.txt Done
2019-12-07 01:22:54.017257:   [DONE  ]   Preprocess ./dataset/corpus/Ele/35.txt Done
2019-12-07 01:22:54.089849:   [DONE  ]   Preprocess ./dataset/corpus/Ele/36.txt Done
2019-12-07 01:22:54.137687:   [DONE  ]   Preprocess ./dataset/corpus/Ele/37.txt Done
2019-12-07 01:22:54.207725:   [DONE  ]   Preprocess ./dataset/corpus/Ele/38.txt Done
2019-12-07 01:22:54.249966:   [DONE  ]   Preprocess ./dataset/corpus/Ele/39.txt Done
2019-12-07 01:22:54.328068:   [DONE  ]   Preprocess ./dataset/corpus/Ele/40.txt Done
2019-12-07 01:22:54.383376:   [DONE  ]   Preprocess ./dataset/corpus/Ele/41.txt Done
2019-12-07 01:22:54.452378:   [DONE  ]   Preprocess ./dataset/corpus/Ele/42.txt Done
2019-12-07 01:22:54.526629:   [DONE  ]   Preprocess ./dataset/corpus/Ele/43.txt Done
2019-12-07 01:22:54.589517:   [DONE  ]   Preprocess ./dataset/corpus/Ele/44.txt Done
2019-12-07 01:22:54.638485:   [DONE  ]   Preprocess ./dataset/corpus/Ele/45.txt Done
2019-12-07 01:22:54.709052:   [DONE  ]   Preprocess ./dataset/corpus/Ele/46.txt Done
2019-12-07 01:22:54.771568:   [DONE  ]   Preprocess ./dataset/corpus/Ele/47.txt Done
2019-12-07 01:22:54.833895:   [DONE  ]   Preprocess ./dataset/corpus/Ele/48.txt Done
2019-12-07 01:22:54.870267:   [DONE  ]   Preprocess ./dataset/corpus/Ele/49.txt Done
2019-12-07 01:22:54.941818:   [DONE  ]   Preprocess ./dataset/corpus/Ele/50.txt Done
2019-12-07 01:22:55.022911:   [DONE  ]   Preprocess ./dataset/corpus/Ele/51.txt Done
2019-12-07 01:22:55.078420:   [DONE  ]   Preprocess ./dataset/corpus/Ele/52.txt Done
2019-12-07 01:22:55.144547:   [DONE  ]   Preprocess ./dataset/corpus/Ele/53.txt Done
2019-12-07 01:22:55.213809:   [DONE  ]   Preprocess ./dataset/corpus/Ele/54.txt Done
2019-12-07 01:22:55.266947:   [DONE  ]   Preprocess ./dataset/corpus/Ele/55.txt Done
2019-12-07 01:22:55.356893:   [DONE  ]   Preprocess ./dataset/corpus/Ele/56.txt Done
