2019-12-04 12:25:07.263533:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-04 12:25:07.263705:   [INFO  ]   Hello world!
2019-12-04 12:25:07.263987:   [INFO  ]   Start main processing!
2019-12-04 12:25:07.264123:   [START ]   Start Prepare Traning data
2019-12-04 12:25:07.264200:   [START ]   Initialize parameters Start
2019-12-04 12:25:07.264274:   [DONE  ]   Initialize parameters Done
2019-12-04 12:25:07.264346:   [START ]   Start setup FOLD
2019-12-04 12:25:07.264491:   [START ]   Setup FOLD Done
2019-12-04 12:25:07.264566:   [START ]   Start Reading KET
2019-12-04 12:25:08.686316:   [DONE  ]   Preprocess ./dataset/cambridge/KET/1.txt Done
2019-12-04 12:25:08.705995:   [DONE  ]   Preprocess ./dataset/cambridge/KET/2.txt Done
2019-12-04 12:25:08.726847:   [DONE  ]   Preprocess ./dataset/cambridge/KET/3.txt Done
2019-12-04 12:25:08.751309:   [DONE  ]   Preprocess ./dataset/cambridge/KET/4.txt Done
2019-12-04 12:25:08.766365:   [DONE  ]   Preprocess ./dataset/cambridge/KET/5.txt Done
2019-12-04 12:25:08.780074:   [DONE  ]   Preprocess ./dataset/cambridge/KET/6.txt Done
2019-12-04 12:25:08.803024:   [DONE  ]   Preprocess ./dataset/cambridge/KET/7.txt Done
2019-12-04 12:25:08.818808:   [DONE  ]   Preprocess ./dataset/cambridge/KET/8.txt Done
2019-12-04 12:25:08.833353:   [DONE  ]   Preprocess ./dataset/cambridge/KET/9.txt Done
2019-12-04 12:25:08.857412:   [DONE  ]   Preprocess ./dataset/cambridge/KET/10.txt Done
2019-12-04 12:25:08.871809:   [DONE  ]   Preprocess ./dataset/cambridge/KET/11.txt Done
2019-12-04 12:25:08.884865:   [DONE  ]   Preprocess ./dataset/cambridge/KET/12.txt Done
2019-12-04 12:25:08.908348:   [DONE  ]   Preprocess ./dataset/cambridge/KET/13.txt Done
2019-12-04 12:25:08.930137:   [DONE  ]   Preprocess ./dataset/cambridge/KET/14.txt Done
2019-12-04 12:25:08.942645:   [DONE  ]   Preprocess ./dataset/cambridge/KET/15.txt Done
2019-12-04 12:25:08.966188:   [DONE  ]   Preprocess ./dataset/cambridge/KET/16.txt Done
2019-12-04 12:25:08.983962:   [DONE  ]   Preprocess ./dataset/cambridge/KET/17.txt Done
2019-12-04 12:25:08.995241:   [DONE  ]   Preprocess ./dataset/cambridge/KET/18.txt Done
2019-12-04 12:25:09.020467:   [DONE  ]   Preprocess ./dataset/cambridge/KET/19.txt Done
2019-12-04 12:25:09.035437:   [DONE  ]   Preprocess ./dataset/cambridge/KET/20.txt Done
2019-12-04 12:25:09.053907:   [DONE  ]   Preprocess ./dataset/cambridge/KET/21.txt Done
2019-12-04 12:25:09.080475:   [DONE  ]   Preprocess ./dataset/cambridge/KET/22.txt Done
2019-12-04 12:25:09.096792:   [DONE  ]   Preprocess ./dataset/cambridge/KET/23.txt Done
2019-12-04 12:25:09.112858:   [DONE  ]   Preprocess ./dataset/cambridge/KET/24.txt Done
