2019-12-04 16:13:23.218614:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-04 16:13:23.218783:   [INFO  ]   Hello world!
2019-12-04 16:13:23.219019:   [INFO  ]   Start main processing!
2019-12-04 16:13:23.219133:   [START ]   Start Prepare Traning data
2019-12-04 16:13:23.219276:   [START ]   Initialize parameters Start
2019-12-04 16:13:23.219363:   [DONE  ]   Initialize parameters Done
2019-12-04 16:13:23.219440:   [START ]   Start setup FOLD
2019-12-04 16:13:23.219667:   [START ]   Setup FOLD Done
2019-12-04 16:13:23.219823:   [START ]   Start Reading Ele
2019-12-04 16:13:24.747555:   [DONE  ]   Preprocess ./dataset/corpus/Ele/1.txt Done
2019-12-04 16:13:24.815059:   [DONE  ]   Preprocess ./dataset/corpus/Ele/2.txt Done
2019-12-04 16:13:24.890339:   [DONE  ]   Preprocess ./dataset/corpus/Ele/3.txt Done
2019-12-04 16:13:24.946299:   [DONE  ]   Preprocess ./dataset/corpus/Ele/4.txt Done
2019-12-04 16:13:24.994451:   [DONE  ]   Preprocess ./dataset/corpus/Ele/5.txt Done
2019-12-04 16:13:25.079775:   [DONE  ]   Preprocess ./dataset/corpus/Ele/6.txt Done
2019-12-04 16:13:25.156987:   [DONE  ]   Preprocess ./dataset/corpus/Ele/7.txt Done
2019-12-04 16:13:25.211925:   [DONE  ]   Preprocess ./dataset/corpus/Ele/8.txt Done
2019-12-04 16:13:25.287287:   [DONE  ]   Preprocess ./dataset/corpus/Ele/9.txt Done
2019-12-04 16:13:25.347858:   [DONE  ]   Preprocess ./dataset/corpus/Ele/10.txt Done
2019-12-04 16:13:25.413642:   [DONE  ]   Preprocess ./dataset/corpus/Ele/11.txt Done
2019-12-04 16:13:25.464465:   [DONE  ]   Preprocess ./dataset/corpus/Ele/12.txt Done
2019-12-04 16:13:25.530297:   [DONE  ]   Preprocess ./dataset/corpus/Ele/13.txt Done
2019-12-04 16:13:25.617646:   [DONE  ]   Preprocess ./dataset/corpus/Ele/14.txt Done
2019-12-04 16:13:25.693029:   [DONE  ]   Preprocess ./dataset/corpus/Ele/15.txt Done
2019-12-04 16:13:25.776887:   [DONE  ]   Preprocess ./dataset/corpus/Ele/16.txt Done
2019-12-04 16:13:25.860284:   [DONE  ]   Preprocess ./dataset/corpus/Ele/17.txt Done
2019-12-04 16:13:25.915789:   [DONE  ]   Preprocess ./dataset/corpus/Ele/18.txt Done
2019-12-04 16:13:25.991661:   [DONE  ]   Preprocess ./dataset/corpus/Ele/19.txt Done
2019-12-04 16:13:26.072324:   [DONE  ]   Preprocess ./dataset/corpus/Ele/20.txt Done
