2019-12-05 03:37:12.440708:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-05 03:37:12.440877:   [INFO  ]   Hello world!
2019-12-05 03:37:12.441013:   [INFO  ]   Start main processing!
2019-12-05 03:37:12.441108:   [START ]   Start Prepare Traning data
2019-12-05 03:37:12.441213:   [START ]   Initialize parameters Start
2019-12-05 03:37:12.441295:   [DONE  ]   Initialize parameters Done
2019-12-05 03:37:12.441396:   [START ]   Start setup FOLD
2019-12-05 03:37:12.441558:   [START ]   Setup FOLD Done
2019-12-05 03:37:12.441641:   [START ]   Start Reading Ele
2019-12-05 03:37:13.924551:   [DONE  ]   Preprocess ./dataset/corpus/Ele/1.txt Done
2019-12-05 03:37:13.999529:   [DONE  ]   Preprocess ./dataset/corpus/Ele/2.txt Done
2019-12-05 03:37:14.059700:   [DONE  ]   Preprocess ./dataset/corpus/Ele/3.txt Done
2019-12-05 03:37:14.146124:   [DONE  ]   Preprocess ./dataset/corpus/Ele/4.txt Done
2019-12-05 03:37:14.216022:   [DONE  ]   Preprocess ./dataset/corpus/Ele/5.txt Done
2019-12-05 03:37:14.292929:   [DONE  ]   Preprocess ./dataset/corpus/Ele/6.txt Done
2019-12-05 03:37:14.362927:   [DONE  ]   Preprocess ./dataset/corpus/Ele/7.txt Done
2019-12-05 03:37:14.445431:   [DONE  ]   Preprocess ./dataset/corpus/Ele/8.txt Done
2019-12-05 03:37:14.517067:   [DONE  ]   Preprocess ./dataset/corpus/Ele/9.txt Done
2019-12-05 03:37:14.591719:   [DONE  ]   Preprocess ./dataset/corpus/Ele/10.txt Done
2019-12-05 03:37:14.670894:   [DONE  ]   Preprocess ./dataset/corpus/Ele/11.txt Done
2019-12-05 03:37:14.737543:   [DONE  ]   Preprocess ./dataset/corpus/Ele/12.txt Done
2019-12-05 03:37:14.815600:   [DONE  ]   Preprocess ./dataset/corpus/Ele/13.txt Done
2019-12-05 03:37:14.882866:   [DONE  ]   Preprocess ./dataset/corpus/Ele/14.txt Done
