2019-12-04 13:35:55.091858:   [INFO  ]   -----------------------------------------------------------------------------
2019-12-04 13:35:55.092053:   [INFO  ]   Hello world!
2019-12-04 13:35:55.092207:   [INFO  ]   Start main processing!
2019-12-04 13:35:55.092307:   [START ]   Start Prepare Traning data
2019-12-04 13:35:55.092479:   [START ]   Initialize parameters Start
2019-12-04 13:35:55.092578:   [DONE  ]   Initialize parameters Done
2019-12-04 13:35:55.092768:   [START ]   Start setup FOLD
2019-12-04 13:35:55.092942:   [START ]   Setup FOLD Done
2019-12-04 13:35:55.093108:   [START ]   Start Reading KET
2019-12-04 13:35:56.578010:   [DONE  ]   Preprocess ./dataset/cambridge/KET/1.txt Done
2019-12-04 13:35:56.599628:   [DONE  ]   Preprocess ./dataset/cambridge/KET/2.txt Done
2019-12-04 13:35:56.615414:   [DONE  ]   Preprocess ./dataset/cambridge/KET/3.txt Done
2019-12-04 13:35:56.639368:   [DONE  ]   Preprocess ./dataset/cambridge/KET/4.txt Done
2019-12-04 13:35:56.655351:   [DONE  ]   Preprocess ./dataset/cambridge/KET/5.txt Done
2019-12-04 13:35:56.672746:   [DONE  ]   Preprocess ./dataset/cambridge/KET/6.txt Done
2019-12-04 13:35:56.700844:   [DONE  ]   Preprocess ./dataset/cambridge/KET/7.txt Done
2019-12-04 13:35:56.720278:   [DONE  ]   Preprocess ./dataset/cambridge/KET/8.txt Done
2019-12-04 13:35:56.737968:   [DONE  ]   Preprocess ./dataset/cambridge/KET/9.txt Done
2019-12-04 13:35:56.762916:   [DONE  ]   Preprocess ./dataset/cambridge/KET/10.txt Done
2019-12-04 13:35:56.779697:   [DONE  ]   Preprocess ./dataset/cambridge/KET/11.txt Done
2019-12-04 13:35:56.794253:   [DONE  ]   Preprocess ./dataset/cambridge/KET/12.txt Done
2019-12-04 13:35:56.819898:   [DONE  ]   Preprocess ./dataset/cambridge/KET/13.txt Done
2019-12-04 13:35:56.836010:   [DONE  ]   Preprocess ./dataset/cambridge/KET/14.txt Done
2019-12-04 13:35:56.849989:   [DONE  ]   Preprocess ./dataset/cambridge/KET/15.txt Done
2019-12-04 13:35:56.874825:   [DONE  ]   Preprocess ./dataset/cambridge/KET/16.txt Done
2019-12-04 13:35:56.900410:   [DONE  ]   Preprocess ./dataset/cambridge/KET/17.txt Done
2019-12-04 13:35:56.911946:   [DONE  ]   Preprocess ./dataset/cambridge/KET/18.txt Done
2019-12-04 13:35:56.938310:   [DONE  ]   Preprocess ./dataset/cambridge/KET/19.txt Done
2019-12-04 13:35:56.951911:   [DONE  ]   Preprocess ./dataset/cambridge/KET/20.txt Done
2019-12-04 13:35:56.963338:   [DONE  ]   Preprocess ./dataset/cambridge/KET/21.txt Done
2019-12-04 13:35:56.990144:   [DONE  ]   Preprocess ./dataset/cambridge/KET/22.txt Done
2019-12-04 13:35:57.006405:   [DONE  ]   Preprocess ./dataset/cambridge/KET/23.txt Done
2019-12-04 13:35:57.017198:   [DONE  ]   Preprocess ./dataset/cambridge/KET/24.txt Done
2019-12-04 13:35:57.042180:   [DONE  ]   Preprocess ./dataset/cambridge/KET/25.txt Done
2019-12-04 13:35:57.058990:   [DONE  ]   Preprocess ./dataset/cambridge/KET/26.txt Done
2019-12-04 13:35:57.071625:   [DONE  ]   Preprocess ./dataset/cambridge/KET/27.txt Done
2019-12-04 13:35:57.097125:   [DONE  ]   Preprocess ./dataset/cambridge/KET/28.txt Done
2019-12-04 13:35:57.120478:   [DONE  ]   Preprocess ./dataset/cambridge/KET/29.txt Done
2019-12-04 13:35:57.132492:   [DONE  ]   Preprocess ./dataset/cambridge/KET/30.txt Done
2019-12-04 13:35:57.157571:   [DONE  ]   Preprocess ./dataset/cambridge/KET/31.txt Done
2019-12-04 13:35:57.181411:   [DONE  ]   Preprocess ./dataset/cambridge/KET/32.txt Done
2019-12-04 13:35:57.193648:   [DONE  ]   Preprocess ./dataset/cambridge/KET/33.txt Done
2019-12-04 13:35:57.220369:   [DONE  ]   Preprocess ./dataset/cambridge/KET/34.txt Done
2019-12-04 13:35:57.240154:   [DONE  ]   Preprocess ./dataset/cambridge/KET/35.txt Done
2019-12-04 13:35:57.252664:   [DONE  ]   Preprocess ./dataset/cambridge/KET/36.txt Done
2019-12-04 13:35:57.279131:   [DONE  ]   Preprocess ./dataset/cambridge/KET/37.txt Done
2019-12-04 13:35:57.294013:   [DONE  ]   Preprocess ./dataset/cambridge/KET/38.txt Done
2019-12-04 13:35:57.312261:   [DONE  ]   Preprocess ./dataset/cambridge/KET/39.txt Done
2019-12-04 13:35:57.349875:   [DONE  ]   Preprocess ./dataset/cambridge/KET/40.txt Done
2019-12-04 13:35:57.370832:   [DONE  ]   Preprocess ./dataset/cambridge/KET/41.txt Done
2019-12-04 13:35:57.383524:   [DONE  ]   Preprocess ./dataset/cambridge/KET/42.txt Done
2019-12-04 13:35:57.411238:   [DONE  ]   Preprocess ./dataset/cambridge/KET/43.txt Done
2019-12-04 13:35:57.435741:   [DONE  ]   Preprocess ./dataset/cambridge/KET/44.txt Done
2019-12-04 13:35:57.457105:   [DONE  ]   Preprocess ./dataset/cambridge/KET/45.txt Done
2019-12-04 13:35:57.486426:   [DONE  ]   Preprocess ./dataset/cambridge/KET/46.txt Done
2019-12-04 13:35:57.501858:   [DONE  ]   Preprocess ./dataset/cambridge/KET/47.txt Done
2019-12-04 13:35:57.516936:   [DONE  ]   Preprocess ./dataset/cambridge/KET/48.txt Done
2019-12-04 13:35:57.541516:   [DONE  ]   Preprocess ./dataset/cambridge/KET/49.txt Done
2019-12-04 13:35:57.556504:   [DONE  ]   Preprocess ./dataset/cambridge/KET/50.txt Done
2019-12-04 13:35:57.556629:   [DONE  ]   Read KET Done
2019-12-04 13:35:57.556831:   [START ]   Start Reading PET
2019-12-04 13:35:57.592568:   [DONE  ]   Preprocess ./dataset/cambridge/PET/1.txt Done
2019-12-04 13:35:57.626220:   [DONE  ]   Preprocess ./dataset/cambridge/PET/2.txt Done
2019-12-04 13:35:57.645045:   [DONE  ]   Preprocess ./dataset/cambridge/PET/3.txt Done
2019-12-04 13:35:57.692165:   [DONE  ]   Preprocess ./dataset/cambridge/PET/4.txt Done
2019-12-04 13:35:57.727248:   [DONE  ]   Preprocess ./dataset/cambridge/PET/5.txt Done
2019-12-04 13:35:57.753851:   [DONE  ]   Preprocess ./dataset/cambridge/PET/6.txt Done
2019-12-04 13:35:57.807221:   [DONE  ]   Preprocess ./dataset/cambridge/PET/7.txt Done
2019-12-04 13:35:57.835238:   [DONE  ]   Preprocess ./dataset/cambridge/PET/8.txt Done
2019-12-04 13:35:57.854008:   [DONE  ]   Preprocess ./dataset/cambridge/PET/9.txt Done
2019-12-04 13:35:57.923388:   [DONE  ]   Preprocess ./dataset/cambridge/PET/10.txt Done
2019-12-04 13:35:57.947036:   [DONE  ]   Preprocess ./dataset/cambridge/PET/11.txt Done
2019-12-04 13:35:57.968644:   [DONE  ]   Preprocess ./dataset/cambridge/PET/12.txt Done
2019-12-04 13:35:58.015156:   [DONE  ]   Preprocess ./dataset/cambridge/PET/13.txt Done
2019-12-04 13:35:58.040222:   [DONE  ]   Preprocess ./dataset/cambridge/PET/14.txt Done
2019-12-04 13:35:58.058601:   [DONE  ]   Preprocess ./dataset/cambridge/PET/15.txt Done
2019-12-04 13:35:58.117078:   [DONE  ]   Preprocess ./dataset/cambridge/PET/16.txt Done
2019-12-04 13:35:58.143656:   [DONE  ]   Preprocess ./dataset/cambridge/PET/17.txt Done
2019-12-04 13:35:58.170277:   [DONE  ]   Preprocess ./dataset/cambridge/PET/18.txt Done
2019-12-04 13:35:58.219585:   [DONE  ]   Preprocess ./dataset/cambridge/PET/19.txt Done
2019-12-04 13:35:58.245021:   [DONE  ]   Preprocess ./dataset/cambridge/PET/20.txt Done
2019-12-04 13:35:58.271691:   [DONE  ]   Preprocess ./dataset/cambridge/PET/21.txt Done
2019-12-04 13:35:58.315302:   [DONE  ]   Preprocess ./dataset/cambridge/PET/22.txt Done
2019-12-04 13:35:58.348654:   [DONE  ]   Preprocess ./dataset/cambridge/PET/23.txt Done
2019-12-04 13:35:58.378584:   [DONE  ]   Preprocess ./dataset/cambridge/PET/24.txt Done
2019-12-04 13:35:58.427188:   [DONE  ]   Preprocess ./dataset/cambridge/PET/25.txt Done
2019-12-04 13:35:58.462370:   [DONE  ]   Preprocess ./dataset/cambridge/PET/26.txt Done
2019-12-04 13:35:58.486961:   [DONE  ]   Preprocess ./dataset/cambridge/PET/27.txt Done
2019-12-04 13:35:58.547471:   [DONE  ]   Preprocess ./dataset/cambridge/PET/28.txt Done
2019-12-04 13:35:58.579524:   [DONE  ]   Preprocess ./dataset/cambridge/PET/29.txt Done
2019-12-04 13:35:58.600882:   [DONE  ]   Preprocess ./dataset/cambridge/PET/30.txt Done
2019-12-04 13:35:58.660451:   [DONE  ]   Preprocess ./dataset/cambridge/PET/31.txt Done
2019-12-04 13:35:58.695277:   [DONE  ]   Preprocess ./dataset/cambridge/PET/32.txt Done
2019-12-04 13:35:58.721404:   [DONE  ]   Preprocess ./dataset/cambridge/PET/33.txt Done
2019-12-04 13:35:58.772985:   [DONE  ]   Preprocess ./dataset/cambridge/PET/34.txt Done
2019-12-04 13:35:58.801673:   [DONE  ]   Preprocess ./dataset/cambridge/PET/35.txt Done
2019-12-04 13:35:58.820607:   [DONE  ]   Preprocess ./dataset/cambridge/PET/36.txt Done
2019-12-04 13:35:58.873125:   [DONE  ]   Preprocess ./dataset/cambridge/PET/37.txt Done
2019-12-04 13:35:58.907780:   [DONE  ]   Preprocess ./dataset/cambridge/PET/38.txt Done
2019-12-04 13:35:58.924512:   [DONE  ]   Preprocess ./dataset/cambridge/PET/39.txt Done
2019-12-04 13:35:58.988473:   [DONE  ]   Preprocess ./dataset/cambridge/PET/40.txt Done
2019-12-04 13:35:59.024108:   [DONE  ]   Preprocess ./dataset/cambridge/PET/41.txt Done
2019-12-04 13:35:59.043215:   [DONE  ]   Preprocess ./dataset/cambridge/PET/42.txt Done
2019-12-04 13:35:59.106519:   [DONE  ]   Preprocess ./dataset/cambridge/PET/43.txt Done
2019-12-04 13:35:59.146463:   [DONE  ]   Preprocess ./dataset/cambridge/PET/44.txt Done
2019-12-04 13:35:59.172333:   [DONE  ]   Preprocess ./dataset/cambridge/PET/45.txt Done
2019-12-04 13:35:59.225287:   [DONE  ]   Preprocess ./dataset/cambridge/PET/46.txt Done
2019-12-04 13:35:59.255442:   [DONE  ]   Preprocess ./dataset/cambridge/PET/47.txt Done
2019-12-04 13:35:59.280197:   [DONE  ]   Preprocess ./dataset/cambridge/PET/48.txt Done
2019-12-04 13:35:59.333264:   [DONE  ]   Preprocess ./dataset/cambridge/PET/49.txt Done
2019-12-04 13:35:59.377533:   [DONE  ]   Preprocess ./dataset/cambridge/PET/50.txt Done
2019-12-04 13:35:59.377673:   [DONE  ]   Read PET Done
2019-12-04 13:35:59.377927:   [START ]   Start Reading FCE
2019-12-04 13:35:59.463871:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/1.txt Done
2019-12-04 13:35:59.532440:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/2.txt Done
2019-12-04 13:35:59.605473:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/3.txt Done
2019-12-04 13:35:59.692869:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/4.txt Done
2019-12-04 13:35:59.775303:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/5.txt Done
2019-12-04 13:35:59.861586:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/6.txt Done
2019-12-04 13:35:59.950257:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/7.txt Done
2019-12-04 13:36:00.041869:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/8.txt Done
2019-12-04 13:36:00.129349:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/9.txt Done
2019-12-04 13:36:00.216036:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/10.txt Done
2019-12-04 13:36:00.291724:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/11.txt Done
2019-12-04 13:36:00.380182:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/12.txt Done
2019-12-04 13:36:00.455557:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/13.txt Done
2019-12-04 13:36:00.527039:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/14.txt Done
2019-12-04 13:36:00.613622:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/15.txt Done
2019-12-04 13:36:00.685268:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/16.txt Done
2019-12-04 13:36:00.782041:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/17.txt Done
2019-12-04 13:36:00.877185:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/18.txt Done
2019-12-04 13:36:00.951795:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/19.txt Done
2019-12-04 13:36:01.029726:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/20.txt Done
2019-12-04 13:36:01.109807:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/21.txt Done
2019-12-04 13:36:01.183169:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/22.txt Done
2019-12-04 13:36:01.282268:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/23.txt Done
2019-12-04 13:36:01.363769:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/24.txt Done
2019-12-04 13:36:01.441694:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/25.txt Done
2019-12-04 13:36:01.529021:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/26.txt Done
2019-12-04 13:36:01.617220:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/27.txt Done
2019-12-04 13:36:01.706794:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/28.txt Done
2019-12-04 13:36:01.790269:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/29.txt Done
2019-12-04 13:36:01.878945:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/30.txt Done
2019-12-04 13:36:01.976386:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/31.txt Done
2019-12-04 13:36:02.067287:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/32.txt Done
2019-12-04 13:36:02.154877:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/33.txt Done
2019-12-04 13:36:02.234671:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/34.txt Done
2019-12-04 13:36:02.315628:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/35.txt Done
2019-12-04 13:36:02.397952:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/36.txt Done
2019-12-04 13:36:02.465724:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/37.txt Done
2019-12-04 13:36:02.524820:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/38.txt Done
2019-12-04 13:36:02.593774:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/39.txt Done
2019-12-04 13:36:02.684019:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/40.txt Done
2019-12-04 13:36:02.764961:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/41.txt Done
2019-12-04 13:36:02.845041:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/42.txt Done
2019-12-04 13:36:02.920899:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/43.txt Done
2019-12-04 13:36:03.012923:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/44.txt Done
2019-12-04 13:36:03.069259:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/45.txt Done
2019-12-04 13:36:03.148955:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/46.txt Done
2019-12-04 13:36:03.219850:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/47.txt Done
2019-12-04 13:36:03.304175:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/48.txt Done
2019-12-04 13:36:03.373742:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/49.txt Done
2019-12-04 13:36:03.462043:   [DONE  ]   Preprocess ./dataset/cambridge/FCE/50.txt Done
2019-12-04 13:36:03.462200:   [DONE  ]   Read FCE Done
2019-12-04 13:36:03.463206:   [START ]   Start Reading CAE
2019-12-04 13:36:03.540998:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/1.txt Done
2019-12-04 13:36:03.600521:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/2.txt Done
2019-12-04 13:36:03.712161:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/3.txt Done
2019-12-04 13:36:03.849947:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/4.txt Done
2019-12-04 13:36:03.937633:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/5.txt Done
2019-12-04 13:36:04.037977:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/6.txt Done
2019-12-04 13:36:04.139578:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/7.txt Done
2019-12-04 13:36:04.252008:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/8.txt Done
2019-12-04 13:36:04.372992:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/9.txt Done
2019-12-04 13:36:04.516753:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/10.txt Done
2019-12-04 13:36:04.589689:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/11.txt Done
2019-12-04 13:36:04.707913:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/12.txt Done
2019-12-04 13:36:04.814864:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/13.txt Done
2019-12-04 13:36:04.890146:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/14.txt Done
2019-12-04 13:36:04.954756:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/15.txt Done
2019-12-04 13:36:05.039082:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/16.txt Done
2019-12-04 13:36:05.139644:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/17.txt Done
2019-12-04 13:36:05.247966:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/18.txt Done
2019-12-04 13:36:05.347629:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/19.txt Done
2019-12-04 13:36:05.516227:   [DONE  ]   Preprocess ./dataset/cambridge/CAE/20.txt Done
